NO_OF_FRAMES	9900
NO_OF_CAMERAS	11
NO_OF_MARKERS	0
FREQUENCY	300
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-12-01, 12:48:16	610956.02023332
DATA_INCLUDED	3D
MARKER_NAMES
Frame	Time	
7784	25.94333	
7785	25.94667	
7786	25.95000	
7787	25.95333	
7788	25.95667	
7789	25.96000	
7790	25.96333	
7791	25.96667	
7792	25.97000	
7793	25.97333	
7794	25.97667	
7795	25.98000	
7796	25.98333	
7797	25.98667	
7798	25.99000	
7799	25.99333	
7800	25.99667	
7801	26.00000	
7802	26.00333	
7803	26.00667	
7804	26.01000	
7805	26.01333	
7806	26.01667	
7807	26.02000	
7808	26.02333	
7809	26.02667	
7810	26.03000	
7811	26.03333	
7812	26.03667	
7813	26.04000	
7814	26.04333	
7815	26.04667	
7816	26.05000	
7817	26.05333	
7818	26.05667	
7819	26.06000	
7820	26.06333	
7821	26.06667	
7822	26.07000	
7823	26.07333	
7824	26.07667	
7825	26.08000	
7826	26.08333	
7827	26.08667	
7828	26.09000	
7829	26.09333	
7830	26.09667	
7831	26.10000	
7832	26.10333	
7833	26.10667	
7834	26.11000	
7835	26.11333	
7836	26.11667	
7837	26.12000	
7838	26.12333	
7839	26.12667	
7840	26.13000	
7841	26.13333	
7842	26.13667	
7843	26.14000	
7844	26.14333	
7845	26.14667	
7846	26.15000	
7847	26.15333	
7848	26.15667	
7849	26.16000	
7850	26.16333	
7851	26.16667	
7852	26.17000	
7853	26.17333	
7854	26.17667	
7855	26.18000	
7856	26.18333	
7857	26.18667	
7858	26.19000	
7859	26.19333	
7860	26.19667	
7861	26.20000	
7862	26.20333	
7863	26.20667	
7864	26.21000	
7865	26.21333	
7866	26.21667	
7867	26.22000	
7868	26.22333	
7869	26.22667	
7870	26.23000	
7871	26.23333	
7872	26.23667	
7873	26.24000	
7874	26.24333	
7875	26.24667	
7876	26.25000	
7877	26.25333	
7878	26.25667	
7879	26.26000	
7880	26.26333	
7881	26.26667	
7882	26.27000	
7883	26.27333	
7884	26.27667	
7885	26.28000	
7886	26.28333	
7887	26.28667	
7888	26.29000	
7889	26.29333	
7890	26.29667	
7891	26.30000	
7892	26.30333	
7893	26.30667	
7894	26.31000	
7895	26.31333	
7896	26.31667	
7897	26.32000	
7898	26.32333	
7899	26.32667	
7900	26.33000	
7901	26.33333	
7902	26.33667	
7903	26.34000	
7904	26.34333	
7905	26.34667	
7906	26.35000	
7907	26.35333	
7908	26.35667	
7909	26.36000	
7910	26.36333	
7911	26.36667	
7912	26.37000	
7913	26.37333	
7914	26.37667	
7915	26.38000	
7916	26.38333	
7917	26.38667	
7918	26.39000	
7919	26.39333	
7920	26.39667	
7921	26.40000	
7922	26.40333	
7923	26.40667	
7924	26.41000	
7925	26.41333	
7926	26.41667	
7927	26.42000	
7928	26.42333	
7929	26.42667	
7930	26.43000	
7931	26.43333	
7932	26.43667	
7933	26.44000	
7934	26.44333	
7935	26.44667	
7936	26.45000	
7937	26.45333	
7938	26.45667	
7939	26.46000	
7940	26.46333	
7941	26.46667	
7942	26.47000	
7943	26.47333	
7944	26.47667	
7945	26.48000	
7946	26.48333	
7947	26.48667	
7948	26.49000	
7949	26.49333	
7950	26.49667	
7951	26.50000	
7952	26.50333	
7953	26.50667	
7954	26.51000	
7955	26.51333	
7956	26.51667	
7957	26.52000	
7958	26.52333	
7959	26.52667	
7960	26.53000	
7961	26.53333	
7962	26.53667	
7963	26.54000	
7964	26.54333	
7965	26.54667	
7966	26.55000	
7967	26.55333	
7968	26.55667	
7969	26.56000	
7970	26.56333	
7971	26.56667	
7972	26.57000	
7973	26.57333	
7974	26.57667	
7975	26.58000	
7976	26.58333	
7977	26.58667	
7978	26.59000	
7979	26.59333	
7980	26.59667	
7981	26.60000	
7982	26.60333	
7983	26.60667	
7984	26.61000	
7985	26.61333	
7986	26.61667	
7987	26.62000	
7988	26.62333	
7989	26.62667	
7990	26.63000	
7991	26.63333	
7992	26.63667	
7993	26.64000	
7994	26.64333	
7995	26.64667	
7996	26.65000	
7997	26.65333	
7998	26.65667	
7999	26.66000	
8000	26.66333	
8001	26.66667	
8002	26.67000	
8003	26.67333	
8004	26.67667	
8005	26.68000	
8006	26.68333	
8007	26.68667	
8008	26.69000	
8009	26.69333	
8010	26.69667	
8011	26.70000	
8012	26.70333	
8013	26.70667	
8014	26.71000	
8015	26.71333	
8016	26.71667	
8017	26.72000	
8018	26.72333	
8019	26.72667	
8020	26.73000	
8021	26.73333	
8022	26.73667	
8023	26.74000	
8024	26.74333	
8025	26.74667	
8026	26.75000	
8027	26.75333	
8028	26.75667	
8029	26.76000	
8030	26.76333	
8031	26.76667	
8032	26.77000	
8033	26.77333	
8034	26.77667	
8035	26.78000	
8036	26.78333	
8037	26.78667	
8038	26.79000	
8039	26.79333	
8040	26.79667	
8041	26.80000	
8042	26.80333	
8043	26.80667	
8044	26.81000	
8045	26.81333	
8046	26.81667	
8047	26.82000	
8048	26.82333	
8049	26.82667	
8050	26.83000	
8051	26.83333	
8052	26.83667	
8053	26.84000	
8054	26.84333	
8055	26.84667	
8056	26.85000	
8057	26.85333	
8058	26.85667	
8059	26.86000	
8060	26.86333	
8061	26.86667	
8062	26.87000	
8063	26.87333	
8064	26.87667	
8065	26.88000	
8066	26.88333	
8067	26.88667	
8068	26.89000	
8069	26.89333	
8070	26.89667	
8071	26.90000	
8072	26.90333	
8073	26.90667	
8074	26.91000	
8075	26.91333	
8076	26.91667	
8077	26.92000	
8078	26.92333	
8079	26.92667	
8080	26.93000	
8081	26.93333	
8082	26.93667	
8083	26.94000	
8084	26.94333	
8085	26.94667	
8086	26.95000	
8087	26.95333	
8088	26.95667	
8089	26.96000	
8090	26.96333	
8091	26.96667	
8092	26.97000	
8093	26.97333	
8094	26.97667	
8095	26.98000	
8096	26.98333	
8097	26.98667	
8098	26.99000	
8099	26.99333	
8100	26.99667	
8101	27.00000	
8102	27.00333	
8103	27.00667	
8104	27.01000	
8105	27.01333	
8106	27.01667	
8107	27.02000	
8108	27.02333	
8109	27.02667	
8110	27.03000	
8111	27.03333	
8112	27.03667	
8113	27.04000	
8114	27.04333	
8115	27.04667	
8116	27.05000	
8117	27.05333	
8118	27.05667	
8119	27.06000	
8120	27.06333	
8121	27.06667	
8122	27.07000	
8123	27.07333	
8124	27.07667	
8125	27.08000	
8126	27.08333	
8127	27.08667	
8128	27.09000	
8129	27.09333	
8130	27.09667	
8131	27.10000	
8132	27.10333	
8133	27.10667	
8134	27.11000	
8135	27.11333	
8136	27.11667	
8137	27.12000	
8138	27.12333	
8139	27.12667	
8140	27.13000	
8141	27.13333	
8142	27.13667	
8143	27.14000	
8144	27.14333	
8145	27.14667	
8146	27.15000	
8147	27.15333	
8148	27.15667	
8149	27.16000	
8150	27.16333	
8151	27.16667	
8152	27.17000	
8153	27.17333	
8154	27.17667	
8155	27.18000	
8156	27.18333	
8157	27.18667	
8158	27.19000	
8159	27.19333	
8160	27.19667	
8161	27.20000	
8162	27.20333	
8163	27.20667	
8164	27.21000	
8165	27.21333	
8166	27.21667	
8167	27.22000	
8168	27.22333	
8169	27.22667	
8170	27.23000	
8171	27.23333	
8172	27.23667	
8173	27.24000	
8174	27.24333	
8175	27.24667	
8176	27.25000	
8177	27.25333	
8178	27.25667	
8179	27.26000	
8180	27.26333	
8181	27.26667	
8182	27.27000	
8183	27.27333	
8184	27.27667	
8185	27.28000	
8186	27.28333	
8187	27.28667	
8188	27.29000	
8189	27.29333	
8190	27.29667	
8191	27.30000	
8192	27.30333	
8193	27.30667	
8194	27.31000	
8195	27.31333	
8196	27.31667	
8197	27.32000	
8198	27.32333	
8199	27.32667	
8200	27.33000	
8201	27.33333	
8202	27.33667	
8203	27.34000	
8204	27.34333	
8205	27.34667	
8206	27.35000	
8207	27.35333	
8208	27.35667	
8209	27.36000	
8210	27.36333	
8211	27.36667	
8212	27.37000	
8213	27.37333	
8214	27.37667	
8215	27.38000	
8216	27.38333	
8217	27.38667	
8218	27.39000	
8219	27.39333	
8220	27.39667	
8221	27.40000	
8222	27.40333	
8223	27.40667	
8224	27.41000	
8225	27.41333	
8226	27.41667	
8227	27.42000	
8228	27.42333	
8229	27.42667	
8230	27.43000	
8231	27.43333	
8232	27.43667	
8233	27.44000	
8234	27.44333	
8235	27.44667	
8236	27.45000	
8237	27.45333	
8238	27.45667	
8239	27.46000	
8240	27.46333	
8241	27.46667	
8242	27.47000	
8243	27.47333	
8244	27.47667	
8245	27.48000	
8246	27.48333	
8247	27.48667	
8248	27.49000	
8249	27.49333	
8250	27.49667	
8251	27.50000	
8252	27.50333	
8253	27.50667	
8254	27.51000	
8255	27.51333	
8256	27.51667	
8257	27.52000	
8258	27.52333	
8259	27.52667	
8260	27.53000	
8261	27.53333	
8262	27.53667	
8263	27.54000	
8264	27.54333	
8265	27.54667	
8266	27.55000	
8267	27.55333	
8268	27.55667	
8269	27.56000	
8270	27.56333	
8271	27.56667	
8272	27.57000	
8273	27.57333	
8274	27.57667	
8275	27.58000	
8276	27.58333	
8277	27.58667	
8278	27.59000	
8279	27.59333	
8280	27.59667	
8281	27.60000	
8282	27.60333	
8283	27.60667	
8284	27.61000	
8285	27.61333	
8286	27.61667	
8287	27.62000	
8288	27.62333	
8289	27.62667	
8290	27.63000	
8291	27.63333	
8292	27.63667	
8293	27.64000	
8294	27.64333	
8295	27.64667	
8296	27.65000	
8297	27.65333	
8298	27.65667	
8299	27.66000	
8300	27.66333	
8301	27.66667	
8302	27.67000	
8303	27.67333	
8304	27.67667	
8305	27.68000	
8306	27.68333	
8307	27.68667	
8308	27.69000	
8309	27.69333	
8310	27.69667	
8311	27.70000	
8312	27.70333	
8313	27.70667	
8314	27.71000	
8315	27.71333	
8316	27.71667	
8317	27.72000	
8318	27.72333	
8319	27.72667	
8320	27.73000	
8321	27.73333	
8322	27.73667	
8323	27.74000	
8324	27.74333	
8325	27.74667	
8326	27.75000	
8327	27.75333	
8328	27.75667	
8329	27.76000	
8330	27.76333	
8331	27.76667	
8332	27.77000	
8333	27.77333	
8334	27.77667	
8335	27.78000	
8336	27.78333	
8337	27.78667	
8338	27.79000	
8339	27.79333	
8340	27.79667	
8341	27.80000	
8342	27.80333	
8343	27.80667	
8344	27.81000	
8345	27.81333	
8346	27.81667	
8347	27.82000	
8348	27.82333	
8349	27.82667	
8350	27.83000	
8351	27.83333	
8352	27.83667	
8353	27.84000	
8354	27.84333	
8355	27.84667	
8356	27.85000	
8357	27.85333	
8358	27.85667	
8359	27.86000	
8360	27.86333	
8361	27.86667	
8362	27.87000	
8363	27.87333	
8364	27.87667	
8365	27.88000	
8366	27.88333	
8367	27.88667	
8368	27.89000	
8369	27.89333	
8370	27.89667	
8371	27.90000	
8372	27.90333	
8373	27.90667	
8374	27.91000	
8375	27.91333	
8376	27.91667	
8377	27.92000	
8378	27.92333	
8379	27.92667	
8380	27.93000	
8381	27.93333	
8382	27.93667	
8383	27.94000	
8384	27.94333	
8385	27.94667	
8386	27.95000	
8387	27.95333	
8388	27.95667	
8389	27.96000	
8390	27.96333	
8391	27.96667	
8392	27.97000	
8393	27.97333	
8394	27.97667	
8395	27.98000	
8396	27.98333	
8397	27.98667	
8398	27.99000	
8399	27.99333	
8400	27.99667	
8401	28.00000	
8402	28.00333	
8403	28.00667	
8404	28.01000	
8405	28.01333	
8406	28.01667	
8407	28.02000	
8408	28.02333	
8409	28.02667	
8410	28.03000	
8411	28.03333	
8412	28.03667	
8413	28.04000	
8414	28.04333	
8415	28.04667	
8416	28.05000	
8417	28.05333	
8418	28.05667	
8419	28.06000	
8420	28.06333	
8421	28.06667	
8422	28.07000	
8423	28.07333	
8424	28.07667	
8425	28.08000	
8426	28.08333	
8427	28.08667	
8428	28.09000	
8429	28.09333	
8430	28.09667	
8431	28.10000	
8432	28.10333	
8433	28.10667	
8434	28.11000	
8435	28.11333	
8436	28.11667	
8437	28.12000	
8438	28.12333	
8439	28.12667	
8440	28.13000	
8441	28.13333	
8442	28.13667	
8443	28.14000	
8444	28.14333	
8445	28.14667	
8446	28.15000	
8447	28.15333	
8448	28.15667	
8449	28.16000	
8450	28.16333	
8451	28.16667	
8452	28.17000	
8453	28.17333	
8454	28.17667	
8455	28.18000	
8456	28.18333	
8457	28.18667	
8458	28.19000	
8459	28.19333	
8460	28.19667	
8461	28.20000	
8462	28.20333	
8463	28.20667	
8464	28.21000	
8465	28.21333	
8466	28.21667	
8467	28.22000	
8468	28.22333	
8469	28.22667	
8470	28.23000	
8471	28.23333	
8472	28.23667	
8473	28.24000	
8474	28.24333	
8475	28.24667	
8476	28.25000	
8477	28.25333	
8478	28.25667	
8479	28.26000	
8480	28.26333	
8481	28.26667	
8482	28.27000	
8483	28.27333	
8484	28.27667	
8485	28.28000	
8486	28.28333	
8487	28.28667	
8488	28.29000	
8489	28.29333	
8490	28.29667	
8491	28.30000	
8492	28.30333	
8493	28.30667	
8494	28.31000	
8495	28.31333	
8496	28.31667	
8497	28.32000	
8498	28.32333	
8499	28.32667	
8500	28.33000	
8501	28.33333	
8502	28.33667	
8503	28.34000	
8504	28.34333	
8505	28.34667	
8506	28.35000	
8507	28.35333	
8508	28.35667	
8509	28.36000	
8510	28.36333	
8511	28.36667	
8512	28.37000	
8513	28.37333	
8514	28.37667	
8515	28.38000	
8516	28.38333	
8517	28.38667	
8518	28.39000	
8519	28.39333	
8520	28.39667	
8521	28.40000	
8522	28.40333	
8523	28.40667	
8524	28.41000	
8525	28.41333	
8526	28.41667	
8527	28.42000	
8528	28.42333	
8529	28.42667	
8530	28.43000	
8531	28.43333	
8532	28.43667	
8533	28.44000	
8534	28.44333	
8535	28.44667	
8536	28.45000	
8537	28.45333	
8538	28.45667	
8539	28.46000	
8540	28.46333	
8541	28.46667	
8542	28.47000	
8543	28.47333	
8544	28.47667	
8545	28.48000	
8546	28.48333	
8547	28.48667	
8548	28.49000	
8549	28.49333	
8550	28.49667	
8551	28.50000	
8552	28.50333	
8553	28.50667	
8554	28.51000	
8555	28.51333	
8556	28.51667	
8557	28.52000	
8558	28.52333	
8559	28.52667	
8560	28.53000	
8561	28.53333	
8562	28.53667	
8563	28.54000	
8564	28.54333	
8565	28.54667	
8566	28.55000	
8567	28.55333	
8568	28.55667	
8569	28.56000	
8570	28.56333	
8571	28.56667	
8572	28.57000	
8573	28.57333	
8574	28.57667	
8575	28.58000	
8576	28.58333	
8577	28.58667	
8578	28.59000	
8579	28.59333	
8580	28.59667	
8581	28.60000	
8582	28.60333	
8583	28.60667	
8584	28.61000	
8585	28.61333	
8586	28.61667	
8587	28.62000	
8588	28.62333	
8589	28.62667	
8590	28.63000	
8591	28.63333	
8592	28.63667	
8593	28.64000	
8594	28.64333	
8595	28.64667	
8596	28.65000	
8597	28.65333	
8598	28.65667	
8599	28.66000	
8600	28.66333	
8601	28.66667	
8602	28.67000	
8603	28.67333	
8604	28.67667	
8605	28.68000	
8606	28.68333	
8607	28.68667	
8608	28.69000	
8609	28.69333	
8610	28.69667	
8611	28.70000	
8612	28.70333	
8613	28.70667	
8614	28.71000	
8615	28.71333	
8616	28.71667	
8617	28.72000	
8618	28.72333	
8619	28.72667	
8620	28.73000	
8621	28.73333	
8622	28.73667	
8623	28.74000	
8624	28.74333	
8625	28.74667	
8626	28.75000	
8627	28.75333	
8628	28.75667	
8629	28.76000	
8630	28.76333	
8631	28.76667	
8632	28.77000	
8633	28.77333	
8634	28.77667	
8635	28.78000	
8636	28.78333	
8637	28.78667	
8638	28.79000	
8639	28.79333	
8640	28.79667	
8641	28.80000	
8642	28.80333	
8643	28.80667	
8644	28.81000	
8645	28.81333	
8646	28.81667	
8647	28.82000	
8648	28.82333	
8649	28.82667	
8650	28.83000	
8651	28.83333	
8652	28.83667	
8653	28.84000	
8654	28.84333	
8655	28.84667	
8656	28.85000	
8657	28.85333	
8658	28.85667	
8659	28.86000	
8660	28.86333	
8661	28.86667	
8662	28.87000	
8663	28.87333	
8664	28.87667	
8665	28.88000	
8666	28.88333	
8667	28.88667	
8668	28.89000	
8669	28.89333	
8670	28.89667	
8671	28.90000	
8672	28.90333	
8673	28.90667	
8674	28.91000	
8675	28.91333	
8676	28.91667	
8677	28.92000	
8678	28.92333	
8679	28.92667	
8680	28.93000	
8681	28.93333	
8682	28.93667	
8683	28.94000	
8684	28.94333	
8685	28.94667	
8686	28.95000	
8687	28.95333	
8688	28.95667	
8689	28.96000	
8690	28.96333	
8691	28.96667	
8692	28.97000	
8693	28.97333	
8694	28.97667	
8695	28.98000	
8696	28.98333	
8697	28.98667	
8698	28.99000	
8699	28.99333	
8700	28.99667	
8701	29.00000	
8702	29.00333	
8703	29.00667	
8704	29.01000	
8705	29.01333	
8706	29.01667	
8707	29.02000	
8708	29.02333	
8709	29.02667	
8710	29.03000	
8711	29.03333	
8712	29.03667	
8713	29.04000	
8714	29.04333	
8715	29.04667	
8716	29.05000	
8717	29.05333	
8718	29.05667	
8719	29.06000	
8720	29.06333	
8721	29.06667	
8722	29.07000	
8723	29.07333	
8724	29.07667	
8725	29.08000	
8726	29.08333	
8727	29.08667	
8728	29.09000	
8729	29.09333	
8730	29.09667	
8731	29.10000	
8732	29.10333	
8733	29.10667	
8734	29.11000	
8735	29.11333	
8736	29.11667	
8737	29.12000	
8738	29.12333	
8739	29.12667	
8740	29.13000	
8741	29.13333	
8742	29.13667	
8743	29.14000	
8744	29.14333	
8745	29.14667	
8746	29.15000	
8747	29.15333	
8748	29.15667	
8749	29.16000	
8750	29.16333	
8751	29.16667	
8752	29.17000	
8753	29.17333	
8754	29.17667	
8755	29.18000	
8756	29.18333	
8757	29.18667	
8758	29.19000	
8759	29.19333	
8760	29.19667	
8761	29.20000	
8762	29.20333	
8763	29.20667	
8764	29.21000	
8765	29.21333	
8766	29.21667	
8767	29.22000	
8768	29.22333	
8769	29.22667	
8770	29.23000	
8771	29.23333	
8772	29.23667	
8773	29.24000	
8774	29.24333	
8775	29.24667	
8776	29.25000	
8777	29.25333	
8778	29.25667	
8779	29.26000	
8780	29.26333	
8781	29.26667	
8782	29.27000	
8783	29.27333	
8784	29.27667	
8785	29.28000	
8786	29.28333	
8787	29.28667	
8788	29.29000	
8789	29.29333	
8790	29.29667	
8791	29.30000	
8792	29.30333	
8793	29.30667	
8794	29.31000	
8795	29.31333	
8796	29.31667	
8797	29.32000	
8798	29.32333	
8799	29.32667	
8800	29.33000	
8801	29.33333	
8802	29.33667	
8803	29.34000	
8804	29.34333	
8805	29.34667	
8806	29.35000	
8807	29.35333	
8808	29.35667	
8809	29.36000	
8810	29.36333	
8811	29.36667	
8812	29.37000	
8813	29.37333	
8814	29.37667	
8815	29.38000	
8816	29.38333	
8817	29.38667	
8818	29.39000	
8819	29.39333	
8820	29.39667	
8821	29.40000	
8822	29.40333	
8823	29.40667	
8824	29.41000	
8825	29.41333	
8826	29.41667	
8827	29.42000	
8828	29.42333	
8829	29.42667	
8830	29.43000	
8831	29.43333	
8832	29.43667	
8833	29.44000	
8834	29.44333	
8835	29.44667	
8836	29.45000	
8837	29.45333	
8838	29.45667	
8839	29.46000	
8840	29.46333	
8841	29.46667	
8842	29.47000	
8843	29.47333	
8844	29.47667	
8845	29.48000	
8846	29.48333	
8847	29.48667	
8848	29.49000	
8849	29.49333	
8850	29.49667	
8851	29.50000	
8852	29.50333	
8853	29.50667	
8854	29.51000	
8855	29.51333	
8856	29.51667	
8857	29.52000	
8858	29.52333	
8859	29.52667	
8860	29.53000	
8861	29.53333	
8862	29.53667	
8863	29.54000	
8864	29.54333	
8865	29.54667	
8866	29.55000	
8867	29.55333	
8868	29.55667	
8869	29.56000	
8870	29.56333	
8871	29.56667	
8872	29.57000	
8873	29.57333	
8874	29.57667	
8875	29.58000	
8876	29.58333	
8877	29.58667	
8878	29.59000	
8879	29.59333	
8880	29.59667	
8881	29.60000	
8882	29.60333	
8883	29.60667	
8884	29.61000	
8885	29.61333	
8886	29.61667	
8887	29.62000	
8888	29.62333	
8889	29.62667	
8890	29.63000	
8891	29.63333	
8892	29.63667	
8893	29.64000	
8894	29.64333	
8895	29.64667	
8896	29.65000	
8897	29.65333	
8898	29.65667	
8899	29.66000	
8900	29.66333	
8901	29.66667	
8902	29.67000	
8903	29.67333	
8904	29.67667	
8905	29.68000	
8906	29.68333	
8907	29.68667	
8908	29.69000	
8909	29.69333	
8910	29.69667	
8911	29.70000	
8912	29.70333	
8913	29.70667	
8914	29.71000	
8915	29.71333	
8916	29.71667	
8917	29.72000	
8918	29.72333	
8919	29.72667	
8920	29.73000	
8921	29.73333	
8922	29.73667	
8923	29.74000	
8924	29.74333	
8925	29.74667	
8926	29.75000	
8927	29.75333	
8928	29.75667	
8929	29.76000	
8930	29.76333	
8931	29.76667	
8932	29.77000	
8933	29.77333	
8934	29.77667	
8935	29.78000	
8936	29.78333	
8937	29.78667	
8938	29.79000	
8939	29.79333	
8940	29.79667	
8941	29.80000	
8942	29.80333	
8943	29.80667	
8944	29.81000	
8945	29.81333	
8946	29.81667	
8947	29.82000	
8948	29.82333	
8949	29.82667	
8950	29.83000	
8951	29.83333	
8952	29.83667	
8953	29.84000	
8954	29.84333	
8955	29.84667	
8956	29.85000	
8957	29.85333	
8958	29.85667	
8959	29.86000	
8960	29.86333	
8961	29.86667	
8962	29.87000	
8963	29.87333	
8964	29.87667	
8965	29.88000	
8966	29.88333	
8967	29.88667	
8968	29.89000	
8969	29.89333	
8970	29.89667	
8971	29.90000	
8972	29.90333	
8973	29.90667	
8974	29.91000	
8975	29.91333	
8976	29.91667	
8977	29.92000	
8978	29.92333	
8979	29.92667	
8980	29.93000	
8981	29.93333	
8982	29.93667	
8983	29.94000	
8984	29.94333	
8985	29.94667	
8986	29.95000	
8987	29.95333	
8988	29.95667	
8989	29.96000	
8990	29.96333	
8991	29.96667	
8992	29.97000	
8993	29.97333	
8994	29.97667	
8995	29.98000	
8996	29.98333	
8997	29.98667	
8998	29.99000	
8999	29.99333	
9000	29.99667	
9001	30.00000	
9002	30.00333	
9003	30.00667	
9004	30.01000	
9005	30.01333	
9006	30.01667	
9007	30.02000	
9008	30.02333	
9009	30.02667	
9010	30.03000	
9011	30.03333	
9012	30.03667	
9013	30.04000	
9014	30.04333	
9015	30.04667	
9016	30.05000	
9017	30.05333	
9018	30.05667	
9019	30.06000	
9020	30.06333	
9021	30.06667	
9022	30.07000	
9023	30.07333	
9024	30.07667	
9025	30.08000	
9026	30.08333	
9027	30.08667	
9028	30.09000	
9029	30.09333	
9030	30.09667	
9031	30.10000	
9032	30.10333	
9033	30.10667	
9034	30.11000	
9035	30.11333	
9036	30.11667	
9037	30.12000	
9038	30.12333	
9039	30.12667	
9040	30.13000	
9041	30.13333	
9042	30.13667	
9043	30.14000	
9044	30.14333	
9045	30.14667	
9046	30.15000	
9047	30.15333	
9048	30.15667	
9049	30.16000	
9050	30.16333	
9051	30.16667	
9052	30.17000	
9053	30.17333	
9054	30.17667	
9055	30.18000	
9056	30.18333	
9057	30.18667	
9058	30.19000	
9059	30.19333	
9060	30.19667	
9061	30.20000	
9062	30.20333	
9063	30.20667	
9064	30.21000	
9065	30.21333	
9066	30.21667	
9067	30.22000	
9068	30.22333	
9069	30.22667	
9070	30.23000	
9071	30.23333	
9072	30.23667	
9073	30.24000	
9074	30.24333	
9075	30.24667	
9076	30.25000	
9077	30.25333	
9078	30.25667	
9079	30.26000	
9080	30.26333	
9081	30.26667	
9082	30.27000	
9083	30.27333	
9084	30.27667	
9085	30.28000	
9086	30.28333	
9087	30.28667	
9088	30.29000	
9089	30.29333	
9090	30.29667	
9091	30.30000	
9092	30.30333	
9093	30.30667	
9094	30.31000	
9095	30.31333	
9096	30.31667	
9097	30.32000	
9098	30.32333	
9099	30.32667	
9100	30.33000	
9101	30.33333	
9102	30.33667	
9103	30.34000	
9104	30.34333	
9105	30.34667	
9106	30.35000	
9107	30.35333	
9108	30.35667	
9109	30.36000	
9110	30.36333	
9111	30.36667	
9112	30.37000	
9113	30.37333	
9114	30.37667	
9115	30.38000	
9116	30.38333	
9117	30.38667	
9118	30.39000	
9119	30.39333	
9120	30.39667	
9121	30.40000	
9122	30.40333	
9123	30.40667	
9124	30.41000	
9125	30.41333	
9126	30.41667	
9127	30.42000	
9128	30.42333	
9129	30.42667	
9130	30.43000	
9131	30.43333	
9132	30.43667	
9133	30.44000	
9134	30.44333	
9135	30.44667	
9136	30.45000	
9137	30.45333	
9138	30.45667	
9139	30.46000	
9140	30.46333	
9141	30.46667	
9142	30.47000	
9143	30.47333	
9144	30.47667	
9145	30.48000	
9146	30.48333	
9147	30.48667	
9148	30.49000	
9149	30.49333	
9150	30.49667	
9151	30.50000	
9152	30.50333	
9153	30.50667	
9154	30.51000	
9155	30.51333	
9156	30.51667	
9157	30.52000	
9158	30.52333	
9159	30.52667	
9160	30.53000	
9161	30.53333	
9162	30.53667	
9163	30.54000	
9164	30.54333	
9165	30.54667	
9166	30.55000	
9167	30.55333	
9168	30.55667	
9169	30.56000	
9170	30.56333	
9171	30.56667	
9172	30.57000	
9173	30.57333	
9174	30.57667	
9175	30.58000	
9176	30.58333	
9177	30.58667	
9178	30.59000	
9179	30.59333	
9180	30.59667	
9181	30.60000	
9182	30.60333	
9183	30.60667	
9184	30.61000	
9185	30.61333	
9186	30.61667	
9187	30.62000	
9188	30.62333	
9189	30.62667	
9190	30.63000	
9191	30.63333	
9192	30.63667	
9193	30.64000	
9194	30.64333	
9195	30.64667	
9196	30.65000	
9197	30.65333	
9198	30.65667	
9199	30.66000	
9200	30.66333	
9201	30.66667	
9202	30.67000	
9203	30.67333	
9204	30.67667	
9205	30.68000	
9206	30.68333	
9207	30.68667	
9208	30.69000	
9209	30.69333	
9210	30.69667	
9211	30.70000	
9212	30.70333	
9213	30.70667	
9214	30.71000	
9215	30.71333	
9216	30.71667	
9217	30.72000	
9218	30.72333	
9219	30.72667	
9220	30.73000	
9221	30.73333	
9222	30.73667	
9223	30.74000	
9224	30.74333	
9225	30.74667	
9226	30.75000	
9227	30.75333	
9228	30.75667	
9229	30.76000	
9230	30.76333	
9231	30.76667	
9232	30.77000	
9233	30.77333	
9234	30.77667	
9235	30.78000	
9236	30.78333	
9237	30.78667	
9238	30.79000	
9239	30.79333	
9240	30.79667	
9241	30.80000	
9242	30.80333	
9243	30.80667	
9244	30.81000	
9245	30.81333	
9246	30.81667	
9247	30.82000	
9248	30.82333	
9249	30.82667	
9250	30.83000	
9251	30.83333	
9252	30.83667	
9253	30.84000	
9254	30.84333	
9255	30.84667	
9256	30.85000	
9257	30.85333	
9258	30.85667	
9259	30.86000	
9260	30.86333	
9261	30.86667	
9262	30.87000	
9263	30.87333	
9264	30.87667	
9265	30.88000	
9266	30.88333	
9267	30.88667	
9268	30.89000	
9269	30.89333	
9270	30.89667	
9271	30.90000	
9272	30.90333	
9273	30.90667	
9274	30.91000	
9275	30.91333	
9276	30.91667	
9277	30.92000	
9278	30.92333	
9279	30.92667	
9280	30.93000	
9281	30.93333	
9282	30.93667	
9283	30.94000	
9284	30.94333	
9285	30.94667	
9286	30.95000	
9287	30.95333	
9288	30.95667	
9289	30.96000	
9290	30.96333	
9291	30.96667	
9292	30.97000	
9293	30.97333	
9294	30.97667	
9295	30.98000	
9296	30.98333	
9297	30.98667	
9298	30.99000	
9299	30.99333	
9300	30.99667	
9301	31.00000	
9302	31.00333	
9303	31.00667	
9304	31.01000	
9305	31.01333	
9306	31.01667	
9307	31.02000	
9308	31.02333	
9309	31.02667	
9310	31.03000	
9311	31.03333	
9312	31.03667	
9313	31.04000	
9314	31.04333	
9315	31.04667	
9316	31.05000	
9317	31.05333	
9318	31.05667	
9319	31.06000	
9320	31.06333	
9321	31.06667	
